电影ID,电影链接,电影名称,导演,编剧,主演,类型,制片国家/地区,语言,上映日期,片长,又名,IMDb,豆瓣评分,评价人数,5星,4星
1292049,https://movie.douban.com/subject/1292049/,蓝白红三部曲之白 Trois couleurs: Blanc,克日什托夫·基耶斯洛夫斯基,克日什托夫·基耶斯洛夫斯基 / 克日什托夫·皮耶谢维奇 / 阿格涅丝卡·霍兰 / 爱德华·泽布罗夫斯基 / 爱德华·克罗西斯基 / 更多...,齐伯尼·查马修瓦斯基 / 朱莉·德尔佩 / 雅努什·加约斯 / 耶日·斯图尔 / 亚历山大·巴尔迪尼 / 更多...,剧情 / 喜剧 / 爱情 / 悬疑,法国 / 波兰 / 瑞士,法语 / 波兰语,1994-01-26(法国) / 1994-02-25(波兰),92分钟,白 / 白色情迷(台) / 三色之白色篇 / 三色：白 / 白色 / Three Colors: White,tt0111507,8.3,126638,34.3%,49.4%
1292050,https://movie.douban.com/subject/1292050/,洛基恐怖秀 The Rocky Horror Picture Show (1975),吉姆·沙曼,吉姆·沙曼 / 理查德·奥布里恩,蒂姆·克里 / 理查德·奥布里恩 / 帕特里夏·奎因 / 苏珊·萨兰登 / 内尔·坎贝尔 / 更多...,喜剧 / 歌舞,英国 / 美国,英语,1975-08-14,100 分钟 / USA: 98 分钟(edited version),洛基恐怖舞会 / 洛奇恐怖晚会(港),tt0073629,8.1,30340,36.8%,38.7%
1292052,https://movie.douban.com/subject/1292052/,肖申克的救赎 The Shawshank Redemption,弗兰克·德拉邦特,弗兰克·德拉邦特 / 斯蒂芬·金,蒂姆·罗宾斯 / 摩根·弗里曼 / 鲍勃·冈顿 / 威廉·赛德勒 / 克兰西·布朗 / 更多...,剧情 / 犯罪,美国,英语,1994-09-10(多伦多电影节) / 1994-10-14(美国),142分钟,月黑高飞(港) / 刺激1995(台) / 地狱诺言 / 铁窗岁月 / 消香克的救赎,tt0111161,9.7,3291862,85.5%,12.9%
1292055,https://movie.douban.com/subject/1292055/,再见列宁 Good Bye Lenin! (2003),沃尔夫冈·贝克,贝尔恩德·利希滕伯格 / 沃尔夫冈·贝克,丹尼尔·布鲁赫 / 卡特琳·萨斯 / 丘尔潘·哈马托娃 / 弗洛里安·卢卡斯 / 亚历山大·拜尔,剧情 / 喜剧,德国,德语,2003-02-09(柏林电影节) / 2003-02-13(德国),121分钟,快乐的谎言(港) / 再见，列宁！(台) / 民主德国在79平方米房间里的延续 / Goodbye Lenin! / Good bye Lenin! : die DDR lebt weiter - auf 79 qm!,tt0301357,8.8,95558,50.6%,40.3%
1292056,https://movie.douban.com/subject/1292056/,蝴蝶 Le papillon (2002),费利普·弥勒,费利普·弥勒,米歇尔·塞罗尔 / 柯莱儿·布翁尼许 / 娜德·蒂约 / 奥黛丽·玛丽奥 / 弗朗索瓦·米肖 / 更多...,剧情 / 喜剧 / 儿童,法国,法语,2002-12-18(法国),85分钟,The Butterfly,tt0329485,8.6,127565,42.6%,45.4%
1292062,https://movie.douban.com/subject/1292062/,美国丽人 American Beauty (1999),萨姆·门德斯,艾伦·鲍尔,凯文·史派西 / 安妮特·贝宁 / 索拉·伯奇 / 韦斯·本特利 / 米娜·苏瓦丽 / 更多...,剧情 / 爱情 / 家庭,美国,英语,1999-09-08(洛杉矶首映) / 1999-10-01(美国),122分钟,美丽有罪(港) / 美国心·玫瑰情(台) / 美国大美人 / 美国美人 / 美国少女 / 红蔷薇,tt0169547,8.6,361370,42.6%,43.9%
1292063,https://movie.douban.com/subject/1292063/,美丽人生 La vita è bella (1997),罗伯托·贝尼尼,温琴佐·切拉米 / 罗伯托·贝尼尼,罗伯托·贝尼尼 / 尼可莱塔·布拉斯基 / 乔治·坎塔里尼 / 朱斯蒂诺·杜拉诺 / 赛尔乔·比尼·布斯特里克 / 更多...,剧情 / 喜剧 / 爱情 / 战争,意大利,意大利语 / 德语 / 英语,2020-01-03(中国大陆) / 1997-12-20(意大利),116分钟(国际版) / 125分钟,一个快乐的传说(港) / Life Is Beautiful,tt0118799,9.5,1485269,80.2%,17.0%
1292064,https://movie.douban.com/subject/1292064/,楚门的世界 The Truman Show (1998),彼得·威尔,安德鲁·尼科尔,金·凯瑞 / 劳拉·琳妮 / 艾德·哈里斯 / 诺亚·艾默里奇 / 娜塔莎·麦克艾霍恩,剧情 / 科幻,美国,英语,1998-06-05(美国),103分钟,真人Show(港) / 真人戏 / 真人世界 / 楚门秀 / 真人秀,tt0120382,9.4,2024775,72.7%,23.8%
1292065,https://movie.douban.com/subject/1292065/,疤面煞星 Scarface (1983),布莱恩·德·帕尔玛,奥利佛·斯通,阿尔·帕西诺 / 斯蒂文·鲍尔 / 米歇尔·菲佛 / 玛丽·伊丽莎白·马斯特兰托尼奥 / 罗伯特·劳吉亚,剧情 / 惊悚 / 犯罪,美国,英语 / 西班牙语,1983-12-01(美国),170分钟,疤面人 / 疤脸人,tt0086250,8.4,104453,36.8%,46.2%
1292067,https://movie.douban.com/subject/1292067/,冰血暴 Fargo (1996),乔尔·科恩,乔尔·科恩 / 伊桑·科恩,威廉·H·梅西 / 史蒂夫·布西密 / 彼得·斯特曼 / 弗兰西斯·麦克多蒙德 / 哈威·普雷斯内尔 / 更多...,剧情 / 惊悚 / 犯罪,美国 / 英国,英语,1996-03-08(美国),98分钟,雪花高离奇命案(港) / 笨贼满天飞 / 法高镇 / 法尔戈 / 冰雪暴,tt0116282,8,119980,25.4%,52.4%
1292206,https://movie.douban.com/subject/1292206/,地下 Подземље (1995),埃米尔·库斯图里察,杜尚·科瓦切维奇 / 埃米尔·库斯图里察,米基·马诺伊洛维奇 / 拉扎尔·里斯托夫斯基 / 米里亚娜·约科维奇 / 斯拉夫科·什蒂马茨 / 恩斯特·施托兹,剧情 / 战争,南斯拉夫 / 法国 / 德国 / 保加利亚 / 捷克 / 匈牙利 / 英国 / 美国,塞尔维亚语 / 德语 / 法语 / 英语 / 俄语,1995-04-01(南斯拉夫),170 分钟 / 167 分钟(美国) / 320 分钟(导演剪辑版),地下社会(台) / 没有天空的都市 / Underground,tt0114787,9.2,85686,70.2%,22.6%
1292207,https://movie.douban.com/subject/1292207/,铁皮鼓 Die Blechtrommel (1979),沃尔克·施隆多夫,沃尔克·施隆多夫 / 弗朗茨·塞茨 / 让-克劳德·卡里埃尔,马里奥·阿多夫 / 安吉拉·温科勒 / 大卫·本奈特 / 卡特琳娜·塔巴赫 / 达尼尔·奥勒布里斯基 / 更多...,剧情 / 历史 / 战争,西德 / 波兰 / 法国 / 南斯拉夫,德语 / 波兰语 / 俄语 / 意大利语 / 希伯来语,1979-05-03,142分钟 / 162分钟(导演剪辑版),锡鼓 / 拒绝长大的男孩 / The Tin Drum,tt0078875,8.3,65554,35.2%,47.2%
1292208,https://movie.douban.com/subject/1292208/,上帝之城 Cidade de Deus (2002),费尔南多·梅里尔斯 / 卡蒂亚·伦德,保罗·林斯 / 布罗里欧·曼托伐尼,亚历桑德雷·罗德里格斯 / 莱安德鲁·菲尔米诺 / 菲利佩·哈根森 / 道格拉斯·席尔瓦 / 乔纳森·哈根森 / 更多...,剧情 / 犯罪,巴西 / 法国,葡萄牙语,2002-05-18(戛纳电影节) / 2002-08-30(巴西),130分钟,无主之城(港) / 无法无天(台) / City of God,tt0317248,9,335536,58.4%,33.9%
1292211,https://movie.douban.com/subject/1292211/,对她说 Hable con ella (2002),佩德罗·阿莫多瓦,佩德罗·阿莫多瓦,哈维尔·卡马拉 / 达里奥·格兰迪内蒂 / 蕾欧诺·瓦特林 / 罗萨里奥·弗洛雷斯 / 马里奥拉·福恩特斯 / 更多...,剧情 / 爱情,西班牙 / 美国,西班牙语,2002-03-15(西班牙),112分钟,对她有话儿(港) / 悄悄告诉她(台) / Talk to Her,tt0287467,8.4,95456,39.7%,44.0%
1292212,https://movie.douban.com/subject/1292212/,天使之城 City of Angels (1998),布拉德·塞伯宁,维姆·文德斯 / 彼得·汉德克 / 里卡德·赖廷格 / 达娜·史蒂文斯,尼古拉斯·凯奇 / 梅格·瑞恩 / 安德鲁·布劳尔 / 丹尼斯·弗兰茨 / 科鲁姆·费奥瑞 / 更多...,剧情 / 爱情 / 奇幻,美国 / 德国,英语,1998-04-10(美国),114分钟,天使多情(港) / X情人(台),tt0120632,7.9,155025,24.8%,47.6%
1292213,https://movie.douban.com/subject/1292213/,大话西游之大圣娶亲 西遊記大結局之仙履奇緣 (1995),刘镇伟,刘镇伟 / 吴承恩,周星驰 / 吴孟达 / 朱茵 / 蔡少芬 / 蓝洁瑛 / 更多...,喜剧 / 爱情 / 奇幻 / 古装,中国香港 / 中国大陆,粤语 / 汉语普通话,2014-10-24(中国大陆) / 2017-04-13(中国大陆重映) / 1995-02-04(中国香港),95分钟 / 110分钟(重映版),西游记完结篇仙履奇缘 / 齐天大圣西游记 / 大话东游之二 / 大话西游之大圣娶妻 / A Chinese Odyssey Part Two - Cinderella,tt0114996,9.2,1713052,66.8%,26.3%
1292214,https://movie.douban.com/subject/1292214/,非常嫌疑犯 The Usual Suspects (1995),布莱恩·辛格,克里斯托弗·麦奎里,史蒂芬·鲍德温 / 加布里埃尔·伯恩 / 本尼西奥·德尔·托罗 / 凯文·波拉克 / 凯文·史派西 / 更多...,悬疑 / 惊悚 / 犯罪,德国 / 美国,英语 / 匈牙利语 / 西班牙语 / 法语,1995-01-25(圣丹斯电影节) / 1995-08-16(美国),106分钟,刺激惊爆点(台) / 普通嫌疑犯 / 幕后嫌疑犯 / 嫌疑惯犯,tt0114814,8.6,294030,44.7%,43.0%
1292215,https://movie.douban.com/subject/1292215/,天使爱美丽 Le Fabuleux destin d'Amélie Poulain (2001),让-皮埃尔·热内,纪尧姆·洛朗 / 让-皮埃尔·热内,奥黛丽·塔图 / 马修·卡索维茨 / 吕菲斯 / 洛莱拉·克拉沃塔 / 塞尔·梅林 / 更多...,剧情 / 喜剧 / 爱情,法国 / 德国,法语 / 俄语,2001-04-25(法国) / 2001-08-16(德国),122分钟,艾蜜莉的异想世界(台) / 天使艾米莉 / 天使艾美丽 / 阿梅丽的奇妙命运 / 艾蜜丽 / Amelie,tt0211915,8.7,1024630,50.0%,36.7%
1292216,https://movie.douban.com/subject/1292216/,爱情是狗娘 Amores perros (2000),亚历杭德罗·冈萨雷斯·伊尼亚里图,吉列尔莫·阿里亚加,盖尔·加西亚·贝纳尔 / Emilio Echevarría / Álvaro Guerrero / 瓦妮莎·宝切 / 豪尔赫·萨利纳斯 / 更多...,剧情 / 惊悚,墨西哥,西班牙语,2000-06-16(墨西哥),154 分钟 / Turkey: 115 分钟(TV version),狗男女的爱(港) / 爱是一条狗(台) / 人、爱、狗 / 爱情是母狗 / Love's a Bitch,tt0245712,8.2,53591,30.0%,52.2%
1292217,https://movie.douban.com/subject/1292217/,穆赫兰道 Mulholland Dr. (2001),大卫·林奇,大卫·林奇,娜奥米·沃茨 / 劳拉·哈灵 / 安·米勒 / 贾斯汀·塞洛克斯 / 斯科特·科菲 / 更多...,剧情 / 悬疑 / 惊悚,法国 / 美国,英语 / 西班牙语,2001-05-16(戛纳电影节) / 2001-10-12(美国) / 2001-11-21(法国),147分钟,失忆大道(港) / 穆荷兰大道(台) / 黄褐色的旅车 / 浮生若梦 / Mulholland Drive,tt0166924,8.4,510790,44.1%,38.8%
1292218,https://movie.douban.com/subject/1292218/,中央车站 Central do Brasil (1998),沃尔特·塞勒斯,马科斯·伯恩斯坦 / 若昂·伊曼纽尔·卡耐偌,费尔南达·蒙特内格罗 / 文尼西斯·狄·奥利维拉 / 马里利娅·佩拉 / 索娅·利拉 / 奥顿·巴斯托斯 / 更多...,剧情,巴西 / 法国,葡萄牙语 / 德语,1998-01-16(瑞士) / 1998-04-03(巴西),110分钟,Central Station,tt0140888,8.7,123485,45.6%,44.1%
1292220,https://movie.douban.com/subject/1292220/,情书 Love Letter (1995),岩井俊二,岩井俊二,中山美穗 / 丰川悦司 / 酒井美纪 / 柏原崇 / 范文雀 / 更多...,剧情 / 爱情,日本,日语,1999-03(中国大陆) / 2021-05-20(中国大陆重映) / 2025-05-20(中国大陆重映) / 1995-03-25(日本),117分钟,When I Close My Eyes / Letters of Love,tt0113703,8.9,1330893,56.6%,32.7%
1292222,https://movie.douban.com/subject/1292222/,出租车司机 Taxi Driver (1976),马丁·斯科塞斯,保罗·施拉德,罗伯特·德尼罗 / 朱迪·福斯特 / 斯碧尔·谢波德 / 艾伯特·布鲁克斯 / 哈威·凯特尔 / 更多...,剧情 / 犯罪,美国,英语 / 西班牙语,1976-02-08(美国),113分钟,的士司机(港) / 计程车司机(台) / 出租汽车司机,tt0075314,8.6,258468,43.5%,42.5%
1292223,https://movie.douban.com/subject/1292223/,七宗罪 Se7en (1995),大卫·芬奇,安德鲁·凯文·沃克,摩根·弗里曼 / 布拉德·皮特 / 凯文·史派西 / 格温妮斯·帕特洛 / 安德鲁·凯文·沃克 / 更多...,剧情 / 悬疑 / 惊悚 / 犯罪,美国,英语,1995-09-22(美国),127分钟,火线追缉令(台) / 7宗罪 / Seven,tt0114369,8.8,1067381,51.0%,39.1%
1292224,https://movie.douban.com/subject/1292224/,飞越疯人院 One Flew Over the Cuckoo's Nest (1975),米洛斯·福尔曼,劳伦斯·奥邦 / 博·古德曼 / 肯·凯西 / 达尔·瓦瑟曼,杰克·尼科尔森 / 路易丝·弗莱彻 / 威廉·雷德菲尔德 / 克里斯托弗·洛伊德 / 威尔·萨姆森 / 更多...,剧情,美国,英语,1975-11-19(美国),133分钟,飞越杜鹃窝(台) / 飞越喜鹊巢,tt0073486,9.1,606277,63.4%,29.7%
1292225,https://movie.douban.com/subject/1292225/,闪灵 The Shining (1980),斯坦利·库布里克,斯坦利·库布里克 / 黛安·约翰逊 / 斯蒂芬·金,杰克·尼科尔森 / 谢莉·杜瓦尔 / 丹尼·劳埃德 / 斯加特曼·克罗索斯 / 巴瑞·尼尔森 / 更多...,恐怖,英国 / 美国,英语,2026-01-30(中国大陆) / 1980-05-23(美国点映) / 1980-06-13(美国),119分钟(欧洲版) / 144分钟(北美版) / 146分钟(初始版),鬼店(台) / 幻觉 / 幽光,tt0081505,8.3,637053,37.9%,44.2%
1292226,https://movie.douban.com/subject/1292226/,2001太空漫游 2001: A Space Odyssey (1968),斯坦利·库布里克,亚瑟·克拉克 / 斯坦利·库布里克,凯尔·杜拉 / 加里·洛克伍德 / 威廉姆·西尔维斯特 / 丹尼尔·里希特 / 雷纳德·洛塞特 / 更多...,科幻 / 惊悚 / 冒险,英国 / 美国,英语 / 俄语,1968-04-02(华盛顿首映) / 1968-05-12(英国),149分钟,2001：星际漫游 / 2001：太空奥德赛,tt0062622,8.9,400799,60.2%,28.4%
1292229,https://movie.douban.com/subject/1292229/,天生杀人狂 Natural Born Killers,奥利佛·斯通,昆汀·塔伦蒂诺 / 戴维·韦罗兹 / 理查德·鲁托夫斯基 / 奥利佛·斯通,伍迪·哈里森 / 朱丽叶特·刘易斯 / 小罗伯特·唐尼 / 汤姆·塞兹摩尔 / 鲁德尼·丹泽菲尔德 / 更多...,剧情 / 动作 / 犯罪,美国,英语 / 纳瓦霍语 / 日语,1994-08-26(美国),118分钟 / 122分钟(导演剪辑版),天生狂徒 / 闪灵杀手 / 天生杀手,tt0110632,7.9,125712,33.0%,39.5%
1292230,https://movie.douban.com/subject/1292230/,刺杀肯尼迪 JFK (1991),奥利佛·斯通,奥利佛·斯通 / 扎卡里·斯克拉,凯文·科斯特纳 / 茜茜·斯派塞克 / 汤米·李·琼斯 / 乔·佩西 / 加里·奥德曼 / 更多...,剧情 / 悬疑 / 惊悚 / 传记 / 历史,美国 / 法国,英语,1991-12-20,189分钟 / 206分钟(导演剪辑版),惊天大刺杀(港) / 谁杀了甘乃迪(台),tt0102138,8.8,46974,52.8%,36.1%
1292233,https://movie.douban.com/subject/1292233/,发条橙 A Clockwork Orange (1971),斯坦利·库布里克,斯坦利·库布里克 / 安东尼·伯吉斯,马尔科姆·麦克道威尔 / 帕特里克·马基 / 迈克尔·贝茨 / 沃伦·克拉克 / 约翰·克莱夫 / 更多...,剧情 / 科幻 / 犯罪,英国 / 美国,英语,1971-12-19(纽约首映) / 1972-01-13(英国),136分钟,发条橘子(台) / 发条桔子 / 发条橙子,tt0066921,8.6,417073,47.9%,38.3%
1292234,https://movie.douban.com/subject/1292234/,漫长的婚约 Un long dimanche de fiançailles (2004),让-皮埃尔·热内,塞巴斯蒂安·雅普瑞索 / 让-皮埃尔·热内 / 纪尧姆·洛朗,奥黛丽·塔图 / 加斯帕德·尤利尔 / 多米尼克·皮侬 / 安德烈·杜索里埃 / 迪基·奥尔加多 / 更多...,剧情 / 爱情 / 悬疑 / 战争,法国 / 美国,法语 / 德语,2004-10-27,133 分钟,未婚妻的漫长等待(台) / 美丽缘未了(港) / 漫长婚约 / A Very Long Engagement,tt0344510,8.1,72667,29.8%,49.1%
1292238,https://movie.douban.com/subject/1292238/,甘地传 Gandhi (1982),理查德·阿滕伯勒,约翰·布瑞雷,本·金斯利 / 坎迪斯·伯根 / 爱德华·福克斯 / 约翰·吉尔古德 / 约翰·米尔斯 / 更多...,剧情 / 传记 / 历史,英国 / 印度,英语,1982-12-03(英国),191 分钟,甘地 / Richard Attenborough's Film: Gandhi,tt0083987,8.5,40543,40.6%,44.5%
1292219,https://movie.douban.com/subject/1292219/,关于莉莉周的一切 リリイ·シュシュのすべて (2001),岩井俊二,岩井俊二,市原隼人 / 忍成修吾 / 伊藤步 / 大泽隆夫 / 市川实和子 / 更多...,剧情,日本,日语,2001-09-07(多伦多电影节) / 2001-10-06(日本),146分钟 / 157分钟(originalcut),青春电幻物语(台) / 豆蔻年华 / All About Lily Chou-Chou,tt0297721,7.9,205451,30.2%,41.7%
1292260,https://movie.douban.com/subject/1292260/,现代启示录 Apocalypse Now (1979),弗朗西斯·福特·科波拉,约翰·米利厄斯 / 弗朗西斯·福特·科波拉 / 迈克尔·海尔 / 约瑟夫·康拉德,马丁·辛 / 马龙·白兰度 / 罗伯特·杜瓦尔 / 弗雷德里克·福瑞斯特 / 山姆·伯顿斯 / 更多...,剧情 / 战争,美国,英语 / 法语 / 高棉语 / 越南语,1979-05-19(戛纳电影节) / 1979-08-15(美国),147分钟(公映版) / 183分钟(最终剪辑版) / 196分钟(重生版),当代启示录,tt0078788,8.5,131225,44.4%,40.3%
1292264,https://movie.douban.com/subject/1292264/,"逃狱三王 O Brother, Where Art Thou? (2000)",乔尔·科恩 / 伊桑·科恩,伊桑·科恩 / 乔尔·科恩,乔治·克鲁尼 / 约翰·特托罗 / 蒂姆·布雷克·尼尔森 / 约翰·古德曼 / 霍利·亨特 / 更多...,喜剧 / 犯罪 / 冒险,英国 / 法国 / 美国,英语,2000-12-22(美国),107分钟,霹雳高手 / 兄弟，你去哪？ / 兄弟，你在哪？ / O' Brother,tt0190590,7.8,66333,23.2%,49.3%
1292267,https://movie.douban.com/subject/1292267/,银河系漫游指南 The Hitchhiker's Guide to the Galaxy (2005),加斯·詹宁斯,道格拉斯·亚当斯 / 凯瑞·柯克帕特里克,比尔·贝利 / 安娜·钱斯勒 / 沃里克·戴维斯 / 茅斯·达夫 / 佐伊·丹斯切尔 / 更多...,喜剧 / 科幻 / 冒险,美国 / 英国,英语,2005-04-20(英国),109分钟,星际大奇航 / 星际快闪党,tt0371724,8.1,127636,33.3%,42.8%
1292268,https://movie.douban.com/subject/1292268/,好家伙 GoodFellas (1990),马丁·斯科塞斯,马丁·斯科塞斯 / 尼古拉斯·派勒吉,罗伯特·德尼罗 / 雷·利奥塔 / 乔·佩西 / 洛兰·布拉科 / 保罗·索维诺 / 更多...,剧情 / 传记 / 犯罪,美国,英语 / 意大利语,1990-09-09(威尼斯电影节) / 1990-09-21(美国),146分钟,盗亦有道(港) / 四海好家伙(台),tt0099685,8.5,141854,39.7%,47.7%
1292269,https://movie.douban.com/subject/1292269/,骗中骗 The Sting (1973),乔治·罗伊·希尔,大卫·S·瓦德,保罗·纽曼 / 罗伯特·雷德福 / 罗伯特·肖 / 查尔斯·德恩 / 雷·沃尔斯顿 / 更多...,剧情 / 喜剧 / 犯罪,美国,英语,1973-12-25(美国),129分钟,老千计状元才(港) / 刺激(台),tt0070735,8.7,65366,46.3%,43.8%
1292270,https://movie.douban.com/subject/1292270/,梦之安魂曲 Requiem for a Dream (2000),达伦·阿伦诺夫斯基,小休伯特·塞尔比 / 达伦·阿伦诺夫斯基,艾伦·伯斯汀 / 杰瑞德·莱托 / 詹妮弗·康纳利 / 马龙·韦恩斯 / 克里斯托弗·麦克唐纳 / 更多...,剧情,美国,英语,2000-05-14(戛纳电影节) / 2000-12-15(美国),102分钟,噩梦挽歌(台) / 迷上瘾(港) / 梦的挽歌,tt0180093,8.8,221995,52.2%,35.9%
1292271,https://movie.douban.com/subject/1292271/,毕业生 The Graduate (1967),迈克·尼科尔斯,卡尔德·威灵汉姆 / 巴克·亨利 / 查尔斯·韦伯,安妮·班克罗夫特 / 达斯汀·霍夫曼 / 凯瑟琳·罗斯 / 威廉·丹尼尔斯 / 莫瑞·汉密尔顿 / 更多...,剧情 / 喜剧 / 爱情,美国,英语,1967-12-22(美国),106分钟,Le lauréat / Die Reifeprüfung,tt0061722,8,204127,27.9%,49.1%
1292272,https://movie.douban.com/subject/1292272/,大象 Elephant (2003),格斯·范·桑特,格斯·范·桑特,阿里克斯·弗罗斯特 / 约翰·罗宾森 / 埃里克·德伦 / 伊里斯·麦康利,剧情 / 犯罪,美国,英语 / 德语,2003-05-18(戛纳电影节) / 2003-10-24(美国),81分钟,,tt0363589,7.9,81337,25.7%,46.7%
1292274,https://movie.douban.com/subject/1292274/,幸福终点站 The Terminal (2004),史蒂文·斯皮尔伯格,安德鲁·尼科尔 / 萨沙·杰瓦西 / 杰夫·内桑森,汤姆·汉克斯 / 凯瑟琳·泽塔-琼斯 / 斯坦利·图齐 / 齐·麦克布赖德 / 迭戈·卢纳 / 更多...,剧情 / 喜剧 / 爱情,美国,英语 / 保加利亚语 / 西班牙语 / 俄语 / 汉语普通话 / 德语 / 法语,2005-01-14(中国大陆) / 2004-06-18(美国),128分钟,机场客运站(港) / 航站情缘(台) / 航站奇缘 / 单程机票航站奇缘 / 候机楼 / 单程机票 / 爱你无国界,tt0362227,8.8,646268,52.1%,38.6%
1292275,https://movie.douban.com/subject/1292275/,罗拉快跑 Lola rennt (1998),汤姆·提克威,汤姆·提克威,弗朗卡·波滕特 / 莫里兹·布雷多 / 赫伯特·克瑙普 / 妮娜·皮媞 / 阿敏·罗德 / 更多...,动作 / 惊悚 / 犯罪,德国,德语,1998-08-20(德国),80分钟,疾走罗拉 / Run Lola Run,tt0130827,8.1,272635,29.8%,50.0%
